slot_number,month,days_active,hold,denomination,location,coin_in
2131,11,31,7.5,1,"C",295040
2131,12,31,7.5,1,"C",181040
2131,13,29,7.5,1,"C",151626.7
2131,14,31,7.5,1,"C",350306.7
2131,15,30,7.5,1,"C",224026.7
2131,16,31,7.5,1,"C",395493.3
2132,1,28,7.55,1,"C",205298
2132,2,31,7.55,1,"C",166423.8
2132,3,28,9.77,1,"C",111340.8
2132,4,31,9.77,1,"C",74268.16
2132,5,30,7.55,1,"C",154966.9
2132,6,31,7.55,1,"C",196450.3
2132,8,30,9.77,1,"C",83101.33
2132,9,31,7.55,1,"C",187470.2
2132,10,30,7.55,1,"C",175920.5
2132,11,31,9.77,1,"C",114718.5
2132,12,31,7.55,1,"C",139033.1
2132,13,29,9.77,1,"C",105639.7
2132,14,31,7.55,1,"C",180370.9
2132,15,30,7.55,1,"C",153509.9
2132,16,31,7.55,1,"C",179894
2133,1,28,7.41,1,"C",111740.9
2133,2,31,7.41,1,"C",251956.8
2133,3,30,7.41,1,"C",140580.3
2133,5,30,7.41,1,"C",188394.1
2133,6,31,7.41,1,"C",184547.9
2133,7,31,7.41,1,"C",23225.37
2133,8,30,7.41,1,"C",110823.2
2133,9,31,7.41,1,"C",214966.3
2133,10,30,7.41,1,"C",175614
2133,11,31,7.41,1,"C",122388.7
2133,12,31,7.41,1,"C",188083.7
2133,13,29,7.41,1,"C",1120.108
2133,14,31,7.41,1,"C",129905.5
2133,15,30,7.41,1,"C",201282.1
2133,16,31,7.41,1,"C",300485.8
2134,1,28,7.5,1,"C",260786.7
2134,2,31,7.5,1,"C",185866.7
2134,3,30,7.5,1,"C",318613.3
2134,4,31,7.5,1,"C",442426.7
2134,5,30,7.5,1,"C",303186.7
2134,6,31,7.5,1,"C",410826.7
2134,7,31,7.5,1,"C",245586.7
2134,8,30,7.5,1,"C",348013.3
2134,9,31,7.5,1,"C",284373.3
2134,10,30,7.5,1,"C",525186.7
2134,11,31,7.5,1,"C",109826.7
2134,12,31,7.5,1,"C",86826.66
2134,13,29,7.5,1,"C",213320
2134,14,31,7.5,1,"C",270080
2134,15,30,7.5,1,"C",178560
2134,16,31,7.5,1,"C",474573.3
2135,1,28,7.5,1,"C",370293.3
2135,2,31,7.5,1,"C",455386.7
2135,3,30,7.5,1,"C",572266.7
2135,4,31,7.5,1,"C",159093.3
2135,5,30,7.5,1,"C",378586.7
2135,6,31,7.5,1,"C",498213.3
2135,7,31,7.5,1,"C",261053.3
2135,8,30,7.5,1,"C",471013.3
2135,9,31,7.5,1,"C",265186.7
2135,10,30,7.5,1,"C",294946.7
2135,11,31,7.5,1,"C",302453.3
2135,12,31,7.5,1,"C",322240
2135,13,29,7.5,1,"C",217933.3
2135,14,31,7.5,1,"C",300000
2135,15,30,7.5,1,"C",264466.7
2135,16,31,7.5,1,"C",472546.7
2136,1,28,7.5,1,"C",338293.3
2136,3,30,7.5,1,"C",237773.3
2136,4,31,7.5,1,"C",244640
2136,5,30,7.5,1,"C",152560
2136,6,31,7.5,1,"C",194280
2136,7,31,7.5,1,"C",144920
2136,8,30,7.5,1,"C",234026.7
2136,9,31,7.5,1,"C",250946.7
2136,10,30,7.5,1,"C",434973.3
2136,11,31,7.5,1,"C",279973.3
2136,12,31,7.5,1,"C",251760
2136,13,29,7.5,1,"C",223680
2136,14,31,7.5,1,"C",499826.7
2136,15,30,7.5,1,"C",236680
2136,16,31,7.5,1,"C",387866.7
2137,1,28,7.5,1,"C",197733.3
2137,2,31,7.5,1,"C",43680
2137,3,30,7.5,1,"C",383253.3
2137,4,31,7.5,1,"C",85520
2137,5,30,7.5,1,"C",321373.3
2137,6,31,7.5,1,"C",294280
2137,7,31,7.5,1,"C",279586.7
2137,8,30,7.5,1,"C",158920
2137,9,31,7.5,1,"C",194986.7
2137,10,30,7.5,1,"C",406026.7
2137,11,31,7.5,1,"C",200013.3
2137,12,31,7.5,1,"C",294000
2137,13,29,7.5,1,"C",72346.66
2137,14,31,7.5,1,"C",239720
2137,15,30,7.5,1,"C",279173.3
2137,16,31,7.5,1,"C",337400
2138,1,28,7.41,1,"C",79919.03
2138,2,31,7.41,1,"C",217813.8
2138,3,28,7.5,1,"C",145146.7
2138,4,31,7.5,1,"C",88173.34
2138,5,30,7.41,1,"C",140256.4
2138,6,31,7.41,1,"C",249109.3
2138,7,31,7.5,1,"C",106040
2138,8,30,7.5,1,"C",175920
2138,9,31,7.41,1,"C",213171.4
2138,10,30,7.41,1,"C",203171.4
2138,11,31,7.5,1,"C",159786.7
2138,12,31,7.41,1,"C",129055.3
2138,13,29,7.5,1,"C",168053.3
2138,14,31,7.41,1,"C",268151.2
2138,15,30,7.41,1,"C",15114.71
2138,16,31,7.41,1,"C",296545.2
2139,1,28,7.55,1,"C",240264.9
2139,2,31,7.55,1,"C",265655.6
2139,3,30,7.55,1,"C",181748.3
2139,4,31,7.55,1,"C",238437.1
2139,5,30,7.55,1,"C",201271.5
2139,6,31,7.55,1,"C",205443.7
2139,7,31,7.55,1,"C",197695.4
2139,8,30,7.55,1,"C",267456.9
2139,9,31,7.55,1,"C",271417.2
2139,10,30,7.55,1,"C",234291.4
2139,11,31,7.55,1,"C",235351
2139,12,31,7.55,1,"C",171615.9
2139,13,29,7.55,1,"C",181205.3
2139,14,31,7.55,1,"C",330847.7
2139,15,30,7.55,1,"C",243178.8
2139,16,31,7.55,1,"C",297774.8
2140,1,27,7.5,1,"U",68800
2140,2,31,7.5,1,"U",110960
2140,3,28,9.77,1,"U",36632.55
2140,4,31,9.77,1,"U",46724.66
2140,5,30,7.5,1,"U",118680
2140,6,31,7.5,1,"U",77040
2140,8,30,9.77,1,"U",39559.88
2140,9,31,7.5,1,"U",107173.3
2140,10,30,7.5,1,"U",46186.67
2140,11,31,9.77,1,"U",35486.18
2140,12,31,7.5,1,"U",22880
2140,14,31,7.5,1,"U",142333.3
2140,15,30,7.5,1,"U",28466.67
2140,16,31,7.5,1,"U",55826.67
2141,1,27,7.5,1,"U",107693.3
2141,2,31,7.5,1,"U",112413.3
2141,3,30,7.5,1,"U",224520
2141,4,31,7.5,1,"U",80866.66
2141,5,30,7.5,1,"U",138306.7
2141,7,31,7.5,1,"U",44106.67
2141,8,30,7.5,1,"U",123106.7
2141,9,31,7.5,1,"U",69840
2141,10,30,7.5,1,"U",116626.7
2141,11,31,7.5,1,"U",100826.7
2141,12,31,7.5,1,"U",75933.34
2141,13,29,7.5,1,"U",149920
2141,14,31,7.5,1,"U",91666.66
2141,15,30,7.5,1,"U",177560
2141,16,31,7.5,1,"U",141013.3
2142,1,28,12.5,1,"B",128664
2142,2,31,12.5,1,"B",147768
2142,3,30,12.5,1,"B",39632
2142,4,31,12.5,1,"B",211472
2142,5,30,12.5,1,"B",86912
2142,6,31,12.5,1,"B",223672
2142,7,31,12.5,1,"B",51536
2142,8,30,12.5,1,"B",196984
2142,9,31,12.5,1,"B",218488
2142,10,30,12.5,1,"B",222328
2142,11,31,12.5,1,"B",359064
2142,12,31,12.5,1,"B",124320
2142,13,29,12.5,1,"B",158240
2142,14,31,12.5,1,"B",357736
2142,15,30,12.5,1,"B",139264
2142,16,31,12.5,1,"B",251392
2143,1,28,13,1,"B",199923.1
2143,2,31,13,1,"B",193153.8
2143,3,30,13,1,"B",237761.5
2143,4,31,13,1,"B",76884.62
2143,5,30,13,1,"B",229653.8
2143,6,31,13,1,"B",169076.9
2143,7,31,13,1,"B",150076.9
2143,8,30,13,1,"B",168269.2
2143,9,31,13,1,"B",173692.3
2143,10,30,13,1,"B",266346.2
2143,11,31,13,1,"B",172000
2143,12,31,13,1,"B",197000
2143,13,29,13,1,"B",172653.8
2143,14,31,13,1,"B",162961.5
2143,15,30,13,1,"B",244076.9
2143,16,31,13,1,"B",287969.2
2144,1,28,13,1,"B",171923.1
2144,2,31,13,1,"B",179530.8
2144,3,30,13,1,"B",247807.7
2144,4,31,13,1,"B",170192.3
2144,5,30,13,1,"B",187146.2
2144,6,31,13,1,"B",146153.8
2144,7,31,13,1,"B",137538.5
2144,8,30,13,1,"B",176423.1
2144,9,31,13,1,"B",168461.5
2144,10,30,13,1,"B",199784.6
2144,11,31,13,1,"B",250807.7
2144,12,31,13,1,"B",233500
2144,13,29,13,1,"B",180453.8
2144,14,31,13,1,"B",296646.2
2144,15,30,13,1,"B",236961.5
2144,16,31,13,1,"B",272307.7
2145,1,28,7.25,1,"F",179544.8
2145,2,31,7.25,1,"F",248165.5
2145,3,30,7.25,1,"F",181365.5
2145,4,31,7.25,1,"F",121544.8
2145,5,30,7.25,1,"F",186882.8
2145,6,31,7.25,1,"F",125862.1
2145,7,31,7.25,1,"F",93668.97
2145,8,30,7.25,1,"F",182993.1
2145,9,31,7.25,1,"F",207200
2145,10,30,7.25,1,"F",203282.8
2145,11,31,7.25,1,"F",213875.9
2145,12,31,7.25,1,"F",347393.1
2145,13,29,7.25,1,"F",196275.9
2145,14,31,7.25,1,"F",194910.3
2145,15,30,7.25,1,"F",314289.7
2145,16,31,7.25,1,"F",236027.6
2146,1,28,7.25,1,"F",152675.9
2146,2,31,7.25,1,"F",103779.3
2146,3,30,7.83,1,"F",109361.4
2146,4,31,7.83,1,"F",71570.88
2146,6,31,7.83,1,"F",97420.18
2146,7,31,7.83,1,"F",72005.11
2146,8,30,7.83,1,"F",63295.02
2146,9,31,7.25,1,"F",81696.55
2146,10,30,7.25,1,"F",119048.3
2146,11,31,7.83,1,"F",188748.4
2146,12,31,7.25,1,"F",107089.7
2146,13,29,7.83,1,"F",130217.1
2146,14,17,7.83,1,"F",221264.4
2146,15,30,7.83,1,"F",118416.4
2146,16,31,7.83,1,"F",207496.8
2147,1,28,7.25,1,"F",124786.2
2147,2,31,7.25,1,"F",158496.5
2147,3,30,7.83,1,"F",131545.3
2147,4,31,7.83,1,"F",42094.51
2147,5,30,7.25,1,"F",231848.3
2147,6,31,7.83,1,"F",60395.91
2147,7,31,7.83,1,"F",119272
2147,8,30,7.83,1,"F",69374.2
2147,9,31,7.25,1,"F",137531
2147,10,30,7.25,1,"F",73820.69
2147,11,31,7.83,1,"F",157790.5
2147,12,31,7.25,1,"F",70262.07
2147,13,29,7.83,1,"F",23026.82
2147,14,17,7.83,1,"F",120868.5
2147,15,30,7.83,1,"F",253754.8
2147,16,31,7.83,1,"F",152439.3
2148,1,28,7.25,1,"F",169544.8
2148,2,31,7.25,1,"F",193558.6
2148,3,30,7.83,1,"F",151149.4
2148,4,31,7.83,1,"F",116143
2148,5,30,7.25,1,"F",176965.5
2148,6,31,7.83,1,"F",75504.47
2148,7,31,7.83,1,"F",111698.6
2148,8,30,7.83,1,"F",146296.3
2148,9,31,7.25,1,"F",138827.6
2148,10,30,7.25,1,"F",198110.3
2148,11,31,7.83,1,"F",121749.7
2148,12,31,7.25,1,"F",335862.1
2148,13,29,7.83,1,"F",42515.96
2148,14,17,7.83,1,"F",122069
2148,15,30,7.83,1,"F",135759.9
2148,16,31,7.83,1,"F",299591.3
2149,1,28,7.25,1,"F",151986.2
2149,2,31,7.25,1,"F",181875.9
2149,3,30,7.83,1,"F",128454.7
2149,4,31,7.83,1,"F",46053.64
2149,5,30,7.25,1,"F",136565.5
2149,6,31,7.83,1,"F",173154.5
2149,7,31,7.83,1,"F",289667.9
2149,8,30,7.83,1,"F",203665.4
2149,9,31,7.25,1,"F",198151.7
2149,10,30,7.25,1,"F",148358.6
2149,11,31,7.83,1,"F",142081.7
2149,12,31,7.25,1,"F",43820.69
2149,13,29,7.83,1,"F",119425.3
2149,14,17,7.83,1,"F",241200.5
2149,15,30,7.83,1,"F",198046
2149,16,31,7.83,1,"F",312043.4
2150,1,28,7.25,1,"F",164758.6
2150,2,31,7.25,1,"F",205572.4
2150,3,30,7.25,1,"F",311062.1
2150,4,31,7.25,1,"F",222165.5
2150,5,30,7.25,1,"F",215517.2
2150,6,31,7.25,1,"F",318813.8
2150,7,31,7.25,1,"F",288855.2
2150,8,30,7.25,1,"F",141406.9
2150,9,31,7.25,1,"F",85255.17
2150,10,30,7.25,1,"F",198386.2
2150,11,31,7.25,1,"F",118179.3
2150,12,31,7.25,1,"F",106703.4
2150,13,29,7.25,1,"F",98565.52
2150,14,31,7.25,1,"F",130000
2150,15,30,7.25,1,"F",325682.8
2150,16,31,7.25,1,"F",325862.1
2151,1,28,7.86,1,"F",253664.1
2151,2,31,7.86,1,"F",87837.15
2151,3,30,7.86,1,"F",165585.2
2151,4,31,7.25,1,"F",108069
2151,5,30,7.86,1,"F",108104.3
2151,6,31,7.86,1,"F",40381.68
2151,7,22,7.25,1,"F",80841.38
2151,8,30,7.25,1,"F",230331
2151,9,31,7.86,1,"F",111488.5
2151,10,30,7.86,1,"F",166399.5
2151,11,31,7.25,1,"F",192400
2151,12,31,7.86,1,"F",160254.5
2151,13,29,7.25,1,"F",313213.8
2151,14,31,7.86,1,"F",248346
2151,15,30,7.86,1,"F",257646.3
2151,16,31,7.86,1,"F",172213.7
2152,2,31,7.86,1,"F",13676.84
2152,3,30,7.83,1,"A",77688.38
2152,4,31,7.83,1,"A",190791.8
2152,5,30,7.86,1,"F",65318.07
2152,6,31,7.83,1,"A",189604.1
2152,7,31,7.83,1,"A",111519.8
2152,8,30,7.83,1,"A",370766.3
2152,9,31,7.86,1,"F",42290.07
2152,10,30,7.86,1,"F",92086.52
2152,11,31,7.83,1,"A",278595.2
2152,12,31,7.86,1,"F",132837.1
2152,13,29,7.83,1,"A",371085.6
2152,14,25,7.83,1,"A",202464.9
2152,15,30,7.83,1,"A",203346.1
2152,16,31,7.83,1,"A",502222.2
2153,1,28,7.86,1,"F",32430.03
2153,2,31,7.86,1,"F",171615.8
2153,3,30,7.83,1,"A",204252.9
2153,4,31,7.83,1,"A",211660.3
2153,6,31,7.83,1,"A",406986
2153,7,31,7.83,1,"A",307381.9
2153,8,30,7.83,1,"A",171711.4
2153,9,31,7.86,1,"F",145216.3
2153,10,30,7.86,1,"F",63702.29
2153,11,31,7.83,1,"A",320868.5
2153,12,31,7.86,1,"F",208155.2
2153,13,29,7.83,1,"A",302758.6
2153,14,25,7.83,1,"A",243167.3
2153,15,30,7.83,1,"A",101545.3
2153,16,31,7.83,1,"A",416641.1
2154,1,28,7.51,1,"P",136498
2154,2,31,7.51,1,"P",116032
2154,3,30,7.51,1,"P",190985.3
2154,4,31,7.51,1,"P",97802.93
2154,5,30,7.51,1,"P",151717.7
2154,6,31,7.51,1,"P",240239.7
2154,7,31,7.51,1,"P",66671.1
2154,8,30,7.51,1,"P",167177.1
2154,9,31,7.51,1,"P",177510
2154,10,30,7.51,1,"P",252170.4
2154,11,31,7.51,1,"P",124021.3
2154,12,31,7.51,1,"P",139813.6
2154,13,29,7.51,1,"P",185952.1
2154,14,31,7.51,1,"P",161131.8
2154,15,30,7.51,1,"P",137936.1
2154,16,31,7.51,1,"P",209467.4
2155,1,28,7.53,1,"P",141527.2
2155,2,31,7.53,1,"P",188008
2155,3,30,7.53,1,"P",273280.2
2155,4,31,7.53,1,"P",166998.7
2155,5,30,7.53,1,"P",291593.6
2155,6,31,7.53,1,"P",227755.6
2155,7,31,7.53,1,"P",195325.4
2155,8,30,7.53,1,"P",324289.5
2155,9,31,7.53,1,"P",128818.1
2155,10,30,7.53,1,"P",262217.8
2155,11,31,7.53,1,"P",188140.8
2155,12,31,7.53,1,"P",153545.8
2155,13,29,7.53,1,"P",125205.8
2155,14,31,7.53,1,"P",259734.4
2155,15,30,7.53,1,"P",257543.2
2155,16,31,7.53,1,"P",93240.37
2156,1,28,7.53,1,"P",185272.2
2156,2,31,7.53,1,"P",191062.4
2156,3,30,7.53,1,"P",125604.3
2156,4,31,7.53,1,"P",219880.5
2156,5,30,7.53,1,"P",167251
2156,6,31,7.53,1,"P",219468.8
2156,7,31,7.53,1,"P",185883.1
2156,8,30,7.53,1,"P",200000
2156,9,31,7.53,1,"P",164116.9
2156,11,31,7.53,1,"P",167941.6
2156,12,31,7.53,1,"P",148897.7
2156,13,29,7.53,1,"P",110849.9
2156,14,31,7.53,1,"P",235232.4
2156,15,30,7.53,1,"P",156892.4
2156,16,31,7.53,1,"P",210278.9
2157,1,28,7.53,1,"P",119455.5
2157,2,31,7.53,1,"P",71899.07
2157,3,30,7.53,1,"P",47609.56
2157,4,31,7.53,1,"P",117609.6
2157,5,30,7.53,1,"P",131699.9
2157,6,31,7.53,1,"P",157197.9
2157,7,31,7.53,1,"P",76334.66
2157,8,30,7.53,1,"P",88738.38
2157,9,31,7.53,1,"P",147450.2
2157,10,30,7.53,1,"P",158260.3
2157,11,31,7.53,1,"P",161434.3
2157,12,31,7.53,1,"P",138207.2
2157,13,29,7.53,1,"P",110305.4
2157,14,31,7.53,1,"P",79335.98
2157,15,30,7.53,1,"P",131354.6
2157,16,31,7.53,1,"P",227875.2
2158,1,28,7.51,1,"P",134740.3
2158,2,31,7.51,1,"P",14926.76
2158,3,30,7.51,1,"P",77110.52
2158,4,31,7.51,1,"P",186351.5
2158,5,30,7.51,1,"P",108002.7
2158,6,31,7.51,1,"P",134261
2158,7,31,7.51,1,"P",133941.4
2158,8,30,7.51,1,"P",5938.748
2158,9,31,7.51,1,"P",111225
2158,10,30,7.51,1,"P",150399.5
2158,11,31,7.51,1,"P",34127.83
2158,13,29,7.51,1,"P",129161.1
2158,14,31,7.51,1,"P",176111.8
2158,15,30,7.51,1,"P",108362.2
2158,16,31,7.51,1,"P",243981.3
2159,1,27,7.5,1,"U",56733.33
2159,2,31,7.5,1,"U",21653.33
2159,3,30,7.5,1,"U",151720
2159,4,31,7.5,1,"U",135133.3
2159,5,30,7.5,1,"U",73800
2159,6,31,7.5,1,"U",133826.7
2159,7,31,7.5,1,"U",60200
2159,8,30,7.5,1,"U",102506.7
2159,9,31,7.5,1,"U",54173.33
2159,10,30,7.5,1,"U",133933.3
2159,11,31,7.5,1,"U",74733.34
2159,12,31,7.5,1,"U",76840
2159,13,29,7.5,1,"U",94693.34
2159,14,31,7.5,1,"U",93173.34
2159,15,30,7.5,1,"U",93533.34
2159,16,31,7.5,1,"U",118426.7
2160,1,27,7.5,1,"U",36746.67
2160,2,31,7.5,1,"U",79946.66
2160,3,28,7.5,1,"U",41173.33
2160,4,31,7.5,1,"U",48520
2160,5,30,7.5,1,"U",74480
2160,6,31,7.5,1,"U",119266.7
2160,7,31,7.5,1,"U",46320
2160,8,11,7.47,1,"U",25676.04
2160,9,31,7.5,1,"U",136066.7
2160,10,30,7.5,1,"U",11880
2160,11,31,7.5,1,"U",24280
2160,12,31,7.5,1,"U",22186.67
2160,13,29,7.5,1,"U",72733.34
2160,14,31,7.5,1,"U",150040
2160,15,30,7.5,1,"U",106466.7
2160,16,31,7.5,1,"U",126280
2161,1,27,7.5,1,"U",57080
2161,2,31,7.5,1,"U",10400
2161,5,30,7.5,1,"U",128693.3
2161,6,31,7.5,1,"U",117840
2161,7,31,7.5,1,"U",37453.33
2161,8,11,7.47,1,"U",32556.89
2161,9,31,7.5,1,"U",5880
2161,10,30,7.5,1,"U",46680
2161,11,31,7.5,1,"U",32506.67
2161,12,31,7.5,1,"U",56026.67
2161,13,29,7.5,1,"U",67773.34
2161,14,31,7.5,1,"U",80973.34
2161,15,30,7.5,1,"U",36240
2161,16,31,7.5,1,"U",104080
2162,1,27,7.5,1,"U",85080
2162,2,31,7.5,1,"U",32866.67
2162,3,28,9.77,1,"U",51637.66
2162,4,31,9.77,1,"U",13684.75
2162,5,30,7.5,1,"U",92120
2162,6,31,7.5,1,"U",59280
2162,8,30,9.77,1,"U",21995.9
2162,9,31,7.5,1,"U",160106.7
2162,10,30,7.5,1,"U",31813.33
2162,11,31,9.77,1,"U",45803.48
2162,12,31,7.5,1,"U",66400
2162,13,29,9.77,1,"U",76110.54
2162,14,31,7.5,1,"U",104160
2162,15,30,7.5,1,"U",69226.66
2162,16,31,7.5,1,"U",119373.3
2163,1,28,7.83,1,"A",373346.1
2163,2,5,7.83,1,"A",18084.29
2163,3,30,7.83,1,"A",220114.9
2163,4,31,7.83,1,"A",256909.3
2163,5,30,7.83,1,"A",315772.7
2163,6,31,7.83,1,"A",293422.8
2163,7,31,7.83,1,"A",37994.89
2163,8,30,7.83,1,"A",265223.5
2163,9,31,7.83,1,"A",274227.3
2163,10,30,7.83,1,"A",522950.2
2163,11,31,7.83,1,"A",458748.4
2163,12,31,7.83,1,"A",155031.9
2163,13,29,7.83,1,"A",235312.9
2163,14,31,7.83,1,"A",505300.1
2163,15,30,7.83,1,"A",302401
2163,16,31,7.83,1,"A",341698.6
2164,1,28,7.86,1,"A",162989.8
2164,3,30,7.25,1,"A",157779.3
2164,4,31,7.25,1,"A",86041.38
2164,5,30,7.86,1,"A",199414.8
2164,6,12,7.25,1,"A",34565.52
2164,7,31,7.25,1,"A",236000
2164,9,31,7.86,1,"A",287773.5
2164,10,30,7.86,1,"A",262328.3
2164,12,31,7.86,1,"A",229961.8
2164,13,29,7.25,1,"A",183406.9
2164,14,31,7.86,1,"A",195839.7
2164,15,30,7.86,1,"A",136285
2164,16,31,7.86,1,"A",32162.85
2165,1,28,7.25,1,"A",127572.4
2165,2,5,7.25,1,"A",10468.97
2165,3,30,6.05,1,"A",171537.2
2165,4,31,6.05,1,"A",331239.7
2165,5,30,7.25,1,"A",127558.6
2165,6,31,6.05,1,"A",147305.8
2165,7,31,6.05,1,"A",441322.3
2165,9,31,7.25,1,"A",152151.7
2165,10,30,7.25,1,"A",189006.9
2165,12,31,7.25,1,"A",122234.5
2165,13,29,6.05,1,"A",269785.1
2165,14,25,6.05,1,"A",380611.6
2165,15,30,6.05,1,"A",317454.5
2165,16,31,6.05,1,"A",423438
2166,1,28,7.25,1,"A",210441.4
2166,2,5,7.25,1,"A",145834.5
2166,3,30,6.05,1,"A",101752.1
2166,4,31,6.05,1,"A",295074.4
2166,5,30,7.25,1,"A",264924.1
2166,6,31,6.05,1,"A",431206.6
2166,7,31,6.05,1,"A",228033
2166,8,30,6.05,1,"A",407801.6
2166,9,31,7.25,1,"A",157600
2166,10,30,7.25,1,"A",155751.7
2166,11,31,6.05,1,"A",148859.5
2166,12,31,7.25,1,"A",185806.9
2166,14,25,6.05,1,"A",395421.5
2166,15,30,6.05,1,"A",382578.5
2166,16,31,6.05,1,"A",603371.9
2167,3,30,4.69,1,"A",490682.3
2167,4,31,4.69,1,"A",455522.4
2167,6,31,4.69,1,"A",590319.8
2167,7,31,4.69,1,"A",224392.3
2167,8,30,4.69,1,"A",435032
2167,10,30,4.69,1,"A",248486.1
2167,11,31,4.69,1,"A",718891.3
2167,12,20,4.69,1,"A",2409.382
2167,13,29,4.69,1,"A",507462.7
2167,14,31,4.69,1,"A",456801.7
2167,15,30,4.69,1,"A",205010.7
2167,16,31,4.69,1,"A",596503.2
2168,4,31,7.93,1,"A",175409.8
2168,8,30,7.93,1,"A",131286.3
2168,11,31,7.93,1,"A",140819.7
2168,13,29,7.93,1,"A",114476.7
2169,4,31,7.93,1,"A",111286.3
2169,8,30,7.93,1,"A",120466.6
2169,11,31,7.93,1,"A",87553.59
2169,13,29,7.93,1,"A",139747.8
2170,4,12,12.5,1,"G",53360
2170,8,30,12.5,1,"G",128960
2170,11,31,12.5,1,"G",166928
2170,13,29,12.5,1,"G",134080
2171,8,30,12.5,1,"G",163816
2171,11,31,12.5,1,"G",116808
2171,13,29,12.5,1,"G",129184
2172,4,12,12.5,1,"G",53200
2172,8,30,12.5,1,"G",122120
2172,11,31,12.5,1,"G",75480
2172,13,29,12.5,1,"G",110600
2173,4,12,12.5,1,"G",11120
2173,8,30,12.5,1,"G",63144
2173,11,31,12.5,1,"G",40600
2173,13,29,12.5,1,"G",45624
2174,4,12,12.5,1,"G",51000
2174,8,30,12.5,1,"G",100000
2174,11,31,12.5,1,"G",129080
2174,13,29,12.5,1,"G",164120
2175,1,28,4.99,5,"I",536873.8
2175,2,31,4.99,5,"I",70140.28
2175,3,30,4.99,5,"I",319338.7
2175,4,31,4.99,5,"I",251903.8
2175,5,30,4.99,5,"I",474849.7
2175,6,31,4.99,5,"I",430661.3
2175,7,31,4.99,5,"I",220440.9
2175,8,30,4.99,5,"I",341382.8
2175,9,31,4.99,5,"I",222244.5
2175,10,30,4.99,5,"I",148096.2
2175,12,31,4.99,5,"I",363426.9
2175,13,29,4.99,5,"I",322044.1
2175,14,31,4.99,5,"I",752605.3
2175,15,30,4.99,5,"I",567535.1
2175,16,31,4.99,5,"I",394889.8
2176,1,28,4.95,5,"I",255050.5
2176,2,31,4.95,5,"I",122626.3
2176,3,30,4.95,5,"I",123838.4
2176,4,31,4.95,5,"I",307070.7
2176,5,30,4.95,5,"I",326565.7
2176,6,31,4.95,5,"I",330707.1
2176,7,31,4.95,5,"I",261010.1
2176,8,30,4.95,5,"I",146262.6
2176,9,31,4.95,5,"I",118888.9
2176,10,30,4.95,5,"I",206666.7
2176,11,31,4.95,5,"I",164444.5
2176,12,31,4.95,5,"I",32828.29
2176,13,29,4.95,5,"I",161919.2
2176,14,31,4.95,5,"I",238686.9
2176,15,30,4.95,5,"I",145151.5
2176,16,31,4.95,5,"I",348484.9
2177,1,28,4.99,5,"I",159619.3
2177,2,31,4.99,5,"I",511623.3
2177,3,30,4.99,5,"I",187074.2
2177,4,31,4.99,5,"I",78156.31
2177,5,30,4.99,5,"I",200200.4
2177,6,31,4.99,5,"I",368436.9
2177,7,31,4.99,5,"I",285571.2
2177,9,31,4.99,5,"I",204008
2177,10,30,4.99,5,"I",431663.3
2177,12,31,4.99,5,"I",207314.6
2177,13,29,4.99,5,"I",246593.2
2177,14,31,4.99,5,"I",334469
2177,15,30,4.99,5,"I",692885.8
2177,16,31,4.99,5,"I",482064.2
2178,1,28,4.94,5,"I",798178.1
2178,2,31,4.94,5,"I",779655.9
2178,3,30,4.94,5,"I",545647.8
2178,4,31,4.94,5,"I",659716.6
2178,5,30,4.94,5,"I",259919
2178,6,31,4.94,5,"I",1015992
2178,7,31,4.94,5,"I",814473.7
2178,9,31,4.94,5,"I",174898.8
2178,10,30,4.94,5,"I",1351721
2178,11,31,4.94,5,"I",724595.1
2178,13,29,4.94,5,"I",815182.2
2178,14,31,4.94,5,"I",6477.733
2178,15,30,4.94,5,"I",337044.5
2178,16,31,4.94,5,"I",752732.8
2179,1,28,5.02,5,"I",402888.4
2179,2,31,5.02,5,"I",597011.9
2179,3,30,5.02,5,"I",349004
2179,4,13,4.99,5,"I",90681.37
2179,5,30,5.02,5,"I",1019223
2179,6,31,5.02,5,"I",1473406
2179,8,30,4.99,5,"I",234068.1
2179,11,31,4.99,5,"I",14128.26
2179,13,29,4.99,5,"I",57414.83
2179,15,30,5.02,5,"I",817131.5
2180,2,31,4.99,5,"I",198196.4
2180,5,30,4.99,5,"I",429959.9
2180,7,31,4.99,5,"I",127154.3
2180,9,31,4.99,5,"I",48296.59
2180,10,30,4.99,5,"I",549899.8
2180,11,31,4.99,5,"I",421342.7
2180,12,31,4.99,5,"I",493086.2
2180,13,29,4.99,5,"I",244990
2180,14,31,4.99,5,"I",359018.1
2180,15,30,4.99,5,"I",267334.7
2180,16,31,4.99,5,"I",178356.7
2181,2,31,5.09,5,"A",421611
2181,9,31,5.09,5,"A",101768.2
2182,1,28,5.09,5,"A",234086.4
2182,6,31,5.09,5,"A",470825.1
2182,9,31,5.09,5,"A",251277
2182,10,30,5.09,5,"A",195481.3
2182,11,31,5.09,5,"A",458781.9
2182,12,31,5.09,5,"A",509921.4
2182,14,31,5.09,5,"A",43438.11
2182,15,30,5.09,5,"A",589685.6
2183,1,28,5.09,5,"A",295776
2183,2,31,5.09,5,"A",61944.99
2183,3,30,5.09,5,"A",194204.3
2183,4,31,5.09,5,"A",461296.7
2183,5,30,5.09,5,"A",254813.4
2183,8,30,5.09,5,"A",1004322
